"additionalInfo","object_uri","title","imageUrl","artist_uri","dimensions","technique_uri","technique","ethnicity_uri","enthnicity","artist_appellation_uri","artist","provenance"
"landscape and buildings","","Willow Glen Rancho, Residence of T.W. Moore, Pescadero, San Mateo Co. Cal.","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CWillow+Glen+Rancho%2Ejpg","","19"" H x 33"" W x 2"" D","","paper, lithography ink","","African American","","Grafton Tyler Brown","California Afro-American Museum Foundation purchase"
"landscape and buildings","","San Felix Station, M. Carey, Prop. San Mateo County California","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CSan+Felix+Station%2Ejpg","","16"" x 19½""","","paper, lithography ink","","African American","","Grafton Tyler Brown","California Afro-American Museum Foundation purchase"
"landscape and buildings","","Lake Ranch, Residence of R.T. Ray","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CRay%2Ejpg","","17"" x 20""","","paper, lithography ink","","African American","","Grafton Tyler Brown","California Afro-American Museum Foundation purchase"
"landscape and buildings, both views on one (1) page","","Ocean View Ranch, Property & Residence of Jacob Downing, San Gregorio, San Mateo Co., Cal.","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CJDOWNI%7E1%2EJPG","","23) 5"" x 12.25""; 24) 6 9/16"" x 12.25"" (images)","","paper, lithography ink","","African American","","Grafton Tyler Brown","California Afro-American Museum Foundation purchase"
"landscape and buildings","","Residence of John Donnelly, San Mateo, California","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CJ%2E+Donnelly%2Ejpg","","16"" H x 18.75"" W x 2"" D","","paper, lithography ink","","African American","","Grafton Tyler Brown","California Afro-American Museum Foundation purchase"
"landscape and buildings","","E.A. Husing, Dealer in Groceries, Dry Goods, Hardware, Crockery, Boots and Shoes","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CHusing%2Ejpg","","15"" x 18""","","paper, lithography ink","","African American","","Grafton Tyler Brown","California Afro-American Museum Foundation purchase"
"landscape and buildings","","Property of J. Kentfield, Redwood City, San Mateo County California","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CJKENTF%7E1%2EJPG","","17"" x 19½""","","paper, lithography ink","","African American","","Grafton Tyler Brown","California Afro-American Museum Foundation purchase"
"stock certificate; Northern Belle Mill & Mining Company, located Esmeralda County, Nevada; San Francisco, November 16, 1882. Certificate no. 14956 issued to C.C. Bayler, Trustee, for 50 shares.","","Northern Belle Mill and Mining, August 27, 1824, No. 14965 50 Shares","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CBELL%2EJPG","","4 x 9""","","paper, lithography ink","","African American","","Grafton Tyler Brown","California Afro-American Museum Foundation purchase"
"stock certificate December 18, 1883, No. 24987 Shares 10","","Best and Belcher Mining Co. [stock certificate]","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CBELCHER%2EJPG","","4"" H x 9"" W","","paper, lithography ink","","African American","","Grafton Tyler Brown","California Afro-American Museum Foundation purchase"
"stock certificate, March 10, 1876, No. 133, Shares 50","","Garibaldi Mining","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CGARIBA%7E1%2EJPG","","4 x 9""","","paper, lithography ink","","African American","","Grafton Tyler Brown","California Afro-American Museum Foundation purchase"
"stock certificate; Loretta Silver Mining Company. Ormsby County, State of Nevada. San Francisco, May 27, 1878; Certificate no. 153, issued to J.D. Ayres, Trustee, for one hundred shares.","","Loretta Silver Mine","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CLORETTA%2EJPG","","4 x 9""","","paper, lithography ink","","African American","","Grafton Tyler Brown","California Afro-American Museum Foundation purchase"
"stock certificate, July 20, 1877, No. 117, 10 shares","","Peoples' Ice Company","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CPEOPLES%2EJPG","","4"" x 9""","","paper, lithography ink","","African American","","Grafton Tyler Brown","California Afro-American Museum Foundation purchase"
"stock certificate; Metallic-Equator Considated Mining Company, Columbus Mining District, Esmeralda County, Nevada; San Francisco, November 7, 1881; certificate no. 36 issued to William Willis, Trustee, for one hundred shares.","","Metallic-Equator Consolidated Mining Co.","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CMETALLIC%2EJPG","","4 x 9""","","paper, lithography ink","","African American","","Grafton Tyler Brown","California Afro-American Museum Foundation purchase"
"lithograph, admission pass (ticket) for 8th Industrial Exhibition 1871","","Mechanic's Institute 8th Industrial Exhibition Admission Pass","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CMECHAN%7E1%2EJPG","","2"" x 3½""","","paper, lithography ink","","African American","","Grafton Tyler Brown","California Afro-American Museum Foundation purchase"
"lithograph","","Commission Scrip $5","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CSCRIP%2EJPG","","3"" x 6""","","paper, lithography ink","","African American","","Grafton Tyler Brown","California Afro-American Museum Foundation purchase"
"Sheet music written by Harry James, Duke Ellington, Johnny Hodges and Don George; photo of Duke Ellington (bottom left corner), triangular graphic at center with two men and a woman inside--designed by Manning.","","""I'm Beginning to See the Light""","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSheet%5Fmusic%5CGarcia%5Fsheetmusic%5CBeginning%5FLight+copy%2Ejpg","","12"" H x 9"" W","","Rotogravure","","American","","Grand Music Corporation Music Publishers","Gift of Edward T. Garcia"
"Quilt with no batting or backing material; colorful geometric shapes made with scraps of material, some diamond shapes.","","Crazy quilt","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CQuilts%5CGardner%5Fquilt%5CGardner%5Fquilt+copy%2Ejpg","","76"" x 91""","","Cotton, silk, polyester","","African American","","Grandmother of Ester Petiford Jackson","Gift of Dolores Sims-Gardner"
"Male mask, Guro people, Ivory Coast, West Africa. Animal head, biting stick in place.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CN14%2Ejpg","","17½"" x 6"" x 4""","","wood with polychromy","","Guro","","Guro people of the Côte dIvoire","Gift of Dr. Bennett Jacoby, in memory of Barbara and Laura Jacoby"
"Track # 3 identified as ""A House is Not a Home"" [Bacharach/David] Ella Fitzgerald or Dinah Shore; track # 4 Lou Rawls; track # 6 Anthony Newley (recordings repeated on Side B).","","Test Pressing","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CElla+Fitzgerald%5C19995%2E13%2E11c%2Ejpg","","Diameter: 12""","","vinyl LP record, paper album sleeve, plastic cover","","American","","H. V. Waddell Company","Museum purchase"
"An Artists rendering of Leimert Park Village.","","Leimert Park Village","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CLeimertPark%5CLeimertPark%5Frendering+copy%2Ejpg","","8.5 H x 16 W","","rotogravure","","African American","","H.L. Pough","Gift of Ronald E. Lewis"
"Bill of Sale framed with Confederate currency, transcribed: ""Received of Robert M. Scaff in hand the sum of fifteen hundred dollars payment in fool [sic] of a Negro girl named Sela, age about thirty-five years, alsow [sic] her child Charles a boy about 3½ or 4 years old. Wich[sic] Negroes I warent [sic] to be sound in body and mind and slaves for life. I allso[sic] bind mi self [sic] mi [sic] heirs and assigns to warrent [sic] and defend the titel [sic] of sade [sic] Negroes to the sade [sic] R.M. Scaff his heirs and assigns forever agants [sic] the claims of all others. This 12th day of Oct 1860. H.R. Irwin""","","Bill of Sale [slave document]","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDASFOT%7E1%5CSLAVED%7E1%2EBMP","","14"" H x 12.25"" W x 0.75"" D","","Ink on paper","","American South","","H.R. Irwin","Museum purchase"
"photographic portrait of character actor Ken Renard with dark suit and tie, seated looking to his left","","Portrait of Ken Renard","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKen+Renard%5CRenardE%2Ebmp","","14"" H x 11"" W","","photograph","","African American","","Hal Barnes Studio","Gift of Vertenis Shephard"
"Mr. and Mrs. Horac[sic] Ross seated for their photo portrait.","","Portrait of Aura and Horac [sic] Ross","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CD2%2EBMP","","4¼ x 6""","","Photograph","","African American","","Harper & Co.","Gift of Wayne & Shelby Kostman"
"Harper's Weekly illustration, A) ""All The Diffence In The World: The Odor Of The Nigger (Republican) Is Offensive; B) But-""","","""All The Difference In The World: The Odor Of The Nigger (Republican) Is Offensive; But-""","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHarper%27s+Weekly%5CAll+the+Difference%2Ejpg","","15¾"" x 11""","","Offset lithograph","","African American","","Harper's Weekly","Gift of Timothy Ormes"
"Harper's Weekly illustration, "" Negroes Driven South By The Rebel Officers""","",""" Negroes Driven South By The Rebel Officers""","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHarper%27s+Weekly%5CNegroes+driven+south%2Ejpg","","15.75"" x 21.75""","","Offset lithograph","","African American","","Harper's Weekly","Gift of Timothy Ormes"
"White couple with Mervyn Dymally's son shown in front of a ""Merv Dymally"" poster. Man is kneeling to shake child's hand.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBill+Greene%5C1%2Ejpg","","10"" H x 8"" W","","photograph","","African American","","Harry H. Adams","Gift of Senator Bill Greene"
"Assemblyman Dymally shown shaking hands with an unidentified politician in front of a map of Los Angeles.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBill+Greene%5C2%2Ejpg","","10"" H x 8"" W","","photograph","","African American","","Harry H. Adams","Gift of Senator Bill Greene"
"Assemblyman Dymally finding a seat among a church congregation. (8) rows of folding chairs shown.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBill+Greene%5C3%2Ejpg","","8"" H x 10"" W","","photograph","","African American","","Harry H. Adams","Gift of Senator Bill Greene"
"Assemblyman Dymally being presented a plaque by Press Secretary.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBill+Greene%5C4%2Ejpg","","10"" H x 8"" W","","photograph","","African American","","Harry H. Adams","Gift of Senator Bill Greene"
"Assemblyman Dymally presenting a California Assembly Resolution to an unidentified couple.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBill+Greene%5C5%2Ejpg","","8"" H x 10"" W","","photograph","","African American","","Harry H. Adams","Gift of Senator Bill Greene"
"Assemblyman Dymally presenting a California Assembly Resolution to an unidentified man with bow tie.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBill+Greene%5C6%2Ejpg","","10"" H x 8"" W","","photograph","","African American","","Harry H. Adams","Gift of Senator Bill Greene"
"Mervyn Dymally shown at his home with wife, (2) sons and daughter. All are seated on a L-shaped sofa.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBill+Greene%5C7%2Ejpg","","10"" H x 8"" W","","photograph","","African American","","Harry H. Adams","Gift of Senator Bill Greene"
"Assemblyman Mervyn Dymally shown at the office with an unidentified woman. Both are seated at his desk.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBill+Greene%5C8%2Ejpg","","8"" H x 10"" W","","photograph","","African American","","Harry H. Adams","Gift of Senator Bill Greene"
"Sheet music written by Gene Jefferson and Leo Friedman; photo of Morris Manley in upper-right corner, drawing of African American male face with exaggerated eyes and lips wearing large bow tie and top hat (repeated three times).","","""Coon! Coon! Coon!""","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSheet%5Fmusic%5CGarcia%5Fsheetmusic%5CCoonCoonCoon+copy%2Ejpg","","14"" x 10.625""","","Rotogravure","","American","","Harry H. Sparks, Music Publishers","Gift of Edward T. Garcia"
"Six member African American band photographed, from shortest to tallest, posing in front of their instruments (drums, banjo, trumpet, saxophone, and trombone) in blazers and bow ties. Lloyd Allen is the brother of Winslow F. Allen.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CAllen+Family%5CLloyd+Sextet%2Ejpg","","7.5"" H x 9.5"" W","","Gelatin silver print","","African American","","Hartsook Photo","Gift of Gail M. Long of Hesperia, California"
"Two figures, a man and a woman with their arms about each other. The form of the figures is the distinctive of Hippolyte.","","Papa Zaca","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CZaca%2Ejpg","","31 x 25 x 1¾""","","Oil on cardboard","","Haitian","","Hector Hyppolite","Gift of Susan Labiner"
"Lithograph of early view of San Francisco, possibly quite faded. From drawing by Henry Firk.","","San Francisco, 1849","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CSF+1849%2Ejpg","","25"" H x 39.5"" W x 1.25"" D","","paper, lithography ink","","African American","","Henry Firk [Artist/Maker], Grafton Tyler Brown [Printer/Publisher]","California Afro-American Museum Foundation purchase"
"Print of watercolor depicting different types of hollow bottles.","","unknown","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMoore%5FHenry%2Ejpg","","26¾"" x 19¼"" x 2¼""","","pencil, oil, pastels and gouache on board","","British","","Henry Moore","Bequest of Alfred C. Darby"
"Colorful print of two (2) faces and carnival scene with two (2) shining suns","","Carnival","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCarnival%2Ejpg","","33½"" x 24½""","","Lithograph","","African American","","Herbert Gentry","Gift of Alitash Kebede Fine Arts"
"Bald male figure, shirted, looking upwards.","","Untitled","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKofi+Bailey%5CUntitled6%2Ejpg","","29"" x 25"" x 2""","","Conté crayon on paper","","African American","","Herman Kofi Bailey, Jr.","Gift of Ethel Tracy"
"Figure with bent knees shouldering a large box","","Untitled","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKofi+Bailey%5CUntitled4%2Ejpg","","28"" H  x 22"" W x 0.75"" D","","Pen and ink wash","","African American","","Herman Kofi Bailey, Jr.","Gift of Ethel Tracy"
"woman with hair scarf holding swaddled baby in her arms","","Untitled","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKofi+Bailey%5CUntitled3%2Ejpg","","28"" x 30""","","conti crayon and charcoal","","African American","","Herman Kofi Bailey, Jr.","Gift of Ethel Tracy"
"Drawing of Woman holding child on hip, framed.","","Untitled","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKofi+Bailey%5CUntitled1%2Ebmp","","42 x 29½ x 2""","","Conte Crayon on paper","","African American","","Herman Kofi Bailey, Jr.","Gift of Ethel Tracy"
"Two color lithograph of girl with pigtail writing in book, 193/200","","Homework","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKofi+Bailey%5CHomework%2Ejpg","","24½ x 18½""","","Lithograph","","African American","","Herman Kofi Bailey, Jr.","Gift of Mr. & Mrs. Herman D. Bailey, Sr., parents of the late artist, Herman Kofi Bailey, Jr."
"Drawing of Prime Minister Kwame Nkruma of Ghana, Africa.","","Nkruma, First Prime Minister of Ghana","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKofi+Bailey%5CNkruma%2Ejpg","","39 x 27¾""","","conte pencil, mixed media drawing","","African American","","Herman Kofi Bailey, Jr.","Gift of Mr. & Mrs. Herman D. Bailey, Sr., parents of the late artist, Herman Kofi Bailey, Jr."
