"artist_uri","object_uri","title","image_url","birth_date","death_date","made","dim","nationality_URI","nationality","artist_appellation_uri","artist","prov"
"","","Hommage a Klee,","http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.035","","","1966","Paper: 6 x 6 in. (15.2 x 15.2 cm.)","","American","","Jesse Reichek","Norton Simon Museum, Anonymous Gift, 1971"
"","","Hommage a Klee,","http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.034","","","1966","Paper: 6 x 6 in. (15.2 x 15.2 cm.)","","American","","Jesse Reichek","Norton Simon Museum, Anonymous Gift, 1971"
"","","Negress Lying Down,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.111.G","","","1658","plate: 3-1/4 x 6-1/4 in. (8.3 x 15.9 cm); sheet: 3-5/8 x 6-1/4 in. (9.2 x 15.9 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Hommage a Klee,","http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.033","","","1966","Paper: 6 x 6 in. (15.2 x 15.2 cm.)","","American","","Jesse Reichek","Norton Simon Museum, Anonymous Gift, 1971"
"","","Landscape with Sportsman and Dogs ('Het Jagertje'),","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.098.G","","","c.1653","plate: 5-1/8 x 6-5/16 in. (13.0 x 16.0 cm); sheet: 5-1/4 x 6-5/16 in. (13.3 x 16.0 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Landscape with an Obelisk,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.087.G","","","c. 1650","plate: 3-3/8 x 6-3/8 in. (8.6 x 16.2 cm); sheet: 3-3/4 x 7-1/16 in. (9.5 x 17.9 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Landscape with a Square Tower,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.088.G","","","1650","plate: 3-9/16 x 6-3/16 in. (9.0 x 15.7 cm); sheet: 4 x 6-5/8 in. (10.2 x 16.8 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Hommage a Mondrian,","http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.166","","","1966","Paper: 6 x 6 in. (15.2 x 15.2 cm.)","","American","","Jesse Reichek","Norton Simon Museum, Anonymous Gift, 1968"
"","","Hommage a Mondrian,","http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.165","","","1966","Paper: 6 x 6 in. (15.2 x 15.2 cm.)","","American","","Jesse Reichek","Norton Simon Museum, Anonymous Gift, 1968"
"","","Hommage a Mondrian,","http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.151","","","1966","Paper: 6 x 6 in. (15.2 x 15.2 cm.)","","American","","Jesse Reichek","Norton Simon Museum, Anonymous Gift, 1968"
"","","Hommage a Mondrian,","http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.164","","","1966","Paper: 6 x 6 in. (15.2 x 15.2 cm.)","","American","","Jesse Reichek","Norton Simon Museum, Anonymous Gift, 1968"
"","","Hommage a Mondrian,","http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.163","","","1966","Paper: 6 x 6 in. (15.2 x 15.2 cm.)","","American","","Jesse Reichek","Norton Simon Museum, Anonymous Gift, 1968"
"","","The Three Trees,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.062.G","","","1643","plate: 8-1/8 x 11 in. (20.6 x 27.9 cm); sheet:  8-5/16 x 11-1/8 in. (21.1 x 28.3 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Star of Kings:  a Night Piece,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.093.G","","","c.1651","plate: 3-11/16 x 5-5/8 in. (9.4 x 14.3 cm); sheet: 3-13/16 x 5-11/16 in. (9.7 x 14.4 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Small Lion Hunt (with Two Lions),","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.049.G","","","c.1632","plate:  6-1/16 x 4-3/4 in. (15.4 x 12.1 cm); sheet:  6-1/2 x 4-7/8 in. (16.5 x 12.4 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Sleeping Herdsman,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.064.G","","","c.1644","plate: 3-1/8 x 2-5/16 in. (7.9 x 5.9 cm); sheet: 3-5/16 x 2-1/2  in. (8.4 x 6.4 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Negress Lying Down,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.112.G","","","1658","plate: 3-1/4 x 6-1/4 in. (8.3 x 15.9 cm); sheet: 3-9/16 x 6-9/16 in. (9.0 x 16.7 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Rembrandt in Velvet Cap and Plume, with an Embroidered Dress:  Bust,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.116.G","","","1638","5-5/16 x 4-1/16 in. (13.5 x 10.3 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Ragged Peasant with His Hands Behind Him, Holding a Stick,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.007.G","","","c.1630","plate: 3-9/16 x 3 in. (9.0 x 7.6 cm); sheet: 3-9/16 x 3 in. (9.0 x 7.6 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Portrait of a Boy,","http://images.nortonsimon.org/viewer/index.php?id=F.1965.2.P","","","1655-60","25-1/2 x 22 in. (64.8 x 55.9 cm)","","Dutch","","Rembrandt van Rijn","The Norton Simon Foundation"
"","","Portrait of a Bearded Man in a Wide-Brimmed Hat,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.31.P","","","1633","27-1/2 x 21-1/2 in. (69.9 x 54.6 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Peter and John Healing the Cripple at the Gate of the Temple,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.113.G","","","1659","plate: 7-1/16 x 8-1/2 in. (17.9 x 21.6 cm); sheet: 7-1/4 x 8-5/8 in. (18.4 x 21.9 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Hommage a Mondrian,","http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.152","","","1966","Paper: 6 x 6 in. (15.2 x 15.2 cm.)","","American","","Jesse Reichek","Norton Simon Museum, Anonymous Gift, 1968"
"","","Old Man with a Divided Fur Cap,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.042.G","","","1640","plate: 5-3/4 x 5-7/16 in. (14.6 x 13.8 cm); sheet: 6-1/16 x 5-9/16 in. (15.4 x 14.1 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Hommage a Mondrian,","http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.161","","","1966","Paper: 6 x 6 in. (15.2 x 15.2 cm.)","","American","","Jesse Reichek","Norton Simon Museum, Anonymous Gift, 1968"
"","","Hommage a Mondrian,","http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.162","","","1966","Paper: 6 x 6 in. (15.2 x 15.2 cm.)","","American","","Jesse Reichek","Norton Simon Museum, Anonymous Gift, 1968"
"","","Hommage a Mondrian,","http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.160","","","1966","Paper: 6 x 6 in. (15.2 x 15.2 cm.)","","American","","Jesse Reichek","Norton Simon Museum, Anonymous Gift, 1968"
"","","Old Man with a Flowing Beard,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.009.G","","","1630","plate: 3-15/16 x 3-5/16 in. (10.0 x 8.4 cm); sheet: 4 x 3-3/8 in. (10.2 x 8.6 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Hommage a Mondrian,","http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.159","","","1966","Paper: 6 x 6 in. (15.2 x 15.2 cm.)","","American","","Jesse Reichek","Norton Simon Museum, Anonymous Gift, 1968"
"","","Hommage a Mondrian,","http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.158","","","1966","Paper: 6 x 6 in. (15.2 x 15.2 cm.)","","American","","Jesse Reichek","Norton Simon Museum, Anonymous Gift, 1968"
"","","Hommage a Mondrian,","http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.157","","","1966","Paper: 6 x 6 in. (15.2 x 15.2 cm.)","","American","","Jesse Reichek","Norton Simon Museum, Anonymous Gift, 1968"
"","","Hommage a Mondrian,","http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.156","","","1966","Paper: 6 x 6 in. (15.2 x 15.2 cm.)","","American","","Jesse Reichek","Norton Simon Museum, Anonymous Gift, 1968"
"","","The Shepherd and His Family,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.063.G","","","1644","plate: 3-13/16 x 2-11/16 in. (9.7 x 6.8 cm); sheet: 3-7/8 x 2-3/4 in. (9.8 x 7.0 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Second Oriental Head,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.025.G","","","c.1635","6-3/16 x 5 in. (15.7 x 12.7 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Saint Francis Beneath a Tree Praying,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.107.G","","","1657","plate: 7-1/8 x 9-5/8 in. (18.1 x 24.4 cm); sheet: 7-1/2 x 9-7/8 in. (19.1 x 25.1 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Return of the Prodigal Son,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.028.G","","","1636","plate: 6-1/4 x 5-1/2 in. (15.9 x 14.0 cm); sheet: 6-5/8 x 5-11/16 in. (16.8 x 14.4 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Presentation in the Temple:  Oblong Print,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.036.G","","","c.1639","plate: 8-3/16 x 11-1/2 in. (20.8 x 29.2 cm); sheet: 8-3/4 x 11-3/4 in. (22.2 x 29.8 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Phoenix or the Statue Overthrown,","http://images.nortonsimon.org/viewer/index.php?id=M.1978.14.G","","","1658","plate: 7-1/8 x 7-3/16 in. (18.1 x 18.3 cm); sheet: 7-1/4 x 7-3/8 in. (18.4 x 18.7 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Pancake Woman,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.026.G","","","1635","plate: 4-5/16 x 3-1/8 in. (11.7 x 7.9 cm); sheet: 4-3/8 x 3-1/4 in. (11.1 x 8.3 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Omval,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.066.G","","","1645","plate: 7-1/4 x 8-15/16 in. (18.4 x 22.7 cm); sheet: 7-1/2 x 9-1/16 in. (19.1 x 23.0 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Monk in the Cornfield,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.074.G","","","c.1646","plate: 1-15/16 x 2-11/16 in. (4.9 x 6.8 cm); sheet: 2-1/16 x 2-13/16 in. (5.2 x 7.1 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Little Jewish Bride (Saskia As St. Catherine),","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.031.G","","","1638","plate:  4-3/8 x 3-3/16 in. (11.1 x 8.1 cm); sheet:  4-7/8 x 3-5/8 in. (12.4 x 9.2 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Hundred Guilder Print,","http://images.nortonsimon.org/viewer/index.php?id=M.1985.3.G","","","c. 1649","plate: 11-1/8 x 15-1/2 in. (28.3 x 39.4 cm); sheet: 11-3/4 x 16-1/8 in. (29.8 x 41 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Leper ('Lazarus Klep'),","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.015.G","","","1631","plate: 3-3/4 x 2-1/2 in. (9.5 x 6.35 cm); sheet: 3-13/16 x 2-5/8 in. (9.7 x 6.7 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Goldweigher's Field,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.090.G","","","1651","plate: 4-3/4 x 12-5/8 in. (12.1 x 32.1 cm); sheet: 4-13/16 x 12-11/16 in. (12.2 x 32.2 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Hommage a Mondrian,","http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.155","","","1966","Paper: 6 x 6 in. (15.2 x 15.2 cm.)","","American","","Jesse Reichek","Norton Simon Museum, Anonymous Gift, 1968"
"","","Hommage a Mondrian,","http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.154","","","1966","Paper: 6 x 6 in. (15.2 x 15.2 cm.)","","American","","Jesse Reichek","Norton Simon Museum, Anonymous Gift, 1968"
"","","Hommage a Mondrian,","http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.153","","","1966","Paper: 6 x 6 in. (15.2 x 15.2 cm.)","","American","","Jesse Reichek","Norton Simon Museum, Anonymous Gift, 1968"
"","","Old Man Shading His Eyes with His Hand,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.041.G","","","c.1639","plate: 5-7/16 x 4-1/2 in. (13.8 x 11.4 cm); sheet: 5-5/8 x 4-9/16 in. (14.3 x 11.6 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Nude Man Seated on the Ground with One Leg Extended,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.073.G","","","1646","plate: 3-7/8 x 6-9/16 in. (9.8 x 16.7 cm); sheet: 4-1/6 x 6-3/4 in. (10.6 x 17.1 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Nude Man Seated Before a Curtain,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.072.G","","","1646","plate: 6-1/2 x 3-13/16 in. (16.5 x 9.7 cm); sheet: 6-9/16 x 3-15/16 in. (16.7 x 10.0 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Saint Jerome Beside a Pollard Willow,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.077.G","","","1648","comp: 7-3/16 x 5-5/16 in. (18.3 x 13.5 cm); sheet: 7-3/16 x 5-5/17 in. (18.3 x 13.5 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Flute Player (L'Espiegle),","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.059.G","","","1642","plate: 4-1/2 x 5-11/16 in. (11.4 x 14.4 cm); sheet: 4-9/16 x 5-3/4 in. (11.6 x 14.6 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Flight into Egypt:  Small Plate,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.019.G","","","1633","plate: 3-1/2 x 2-1/2 in. (8.9 x 6.4 cm); sheet: 3-5/8 x 2-11/16 in. (9.2 x 6.8 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Descent from the Cross:  a Sketch,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.058.G","","","1642","plate: 5-7/8 x 4-5/8 in. (14.9 x 11.7 cm); sheet: 6 x 4-3/4 in. (15.2 x 9.5 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Descent from the Cross by Torchlight,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.105.G","","","1654","plate: 8-1/4 x 6-3/8 in. (21.0 x 16.2 cm); sheet: 8-5/16 x 6-3/8 in. (21.1 x 16.2 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Death of the Virgin,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.035.G","","","1639","plate: 15-1/2 x 12-1/4 in. (39.4 x 31.1 cm); sheet: 16-1/8 x 12-1/2 in. (41.0 x 31.8 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Circumcision in the Stable,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.103.G","","","1654","plate: 3-13/16 x 5-3/4 in. (9.7 x 14.6 cm); sheet: 3-13/16 x 5-3/4 in. (9.7 x 14.6 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Card-Player,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.054.G","","","1641","plate:  3-5/8 x 3-5/16 in. (9.2 x 8.4 cm); sheet:  3-11/16 x 3-7/16 in. (9.4 x 8.7 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Boat-House (Grotto with a Brook; Het Spelonkje),","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.067.G","","","1645","plate: 5 x 5-1/4 in. (12.7 x 13.3 cm); sheet: 5-1/16 x 5-5/16 in. (12.9 x 13.5 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Sheet of Studies with the Head of the Artist, a Beggar Man, Woman and Child,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.076.G","","","1651","plate: 4-1/2 x 3-3/4 in. (11.4 x 9.5 cm); sheet: 4-3/4 x 4 in. (12.1 x 10.2 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Sheet of Studies with a Woman Lying Ill in the Bed, Etc.,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.037.G","","","c.1641/42","plate: 5-1/2 x 6 in. (14.0 x 15.2 cm); sheet: 5-1/2 x 6 in. (14.0 x 15.2 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Self-Portrait with Saskia,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.027.G","","","1636","plate: 4-1/8 x 3-11/16 in. (10.5 x 9.4 cm); sheet: 4-1/4 x 3-3/4 in. (10.8 x 9.5 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Self-Portrait Wearing a Soft Cap:  Full Face, Head Only,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.014.G","","","c. 1634","plate: 2-1/16 x 1-13/16 in. (5.2 x 4.6 cm); sheet: 2-1/4 x 2 in. (5.7 x 5.1 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Self-Portrait in a Cap, Open Mouthed,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.010.G","","","1630","plate: 2 x 1-3/4 in. (5.1 x 4.4 cm); sheet: 2-1/16 x 1-13/16 in. (5.2 x 4.6 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Self-Portrait Leaning on a Stone Sill,","http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.4.G","","","1639","plate: 8-3/16 x 6-3/8 in. (20.8 x 16.2 cm); sheet: 8-3/16 x 6-3/8 in. (20.8 x 16.2 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Self-Portrait Drawing at a Window,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.075.G","","","1648","plate: 6-1/4 x 5-1/8 in. (15.9 x 13.0 cm); sheet: 6-5/8 x 5-1/4 in. (16.8 x 13.3 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Self-Portrait,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.18.P","","","c. 1636-38","panel: 24-7/8 x 19-7/8 in. (63.2 x 50.5 cm); framed: 32-1/2 x 27-1/2 in. (82.6 x 69.9 cm)","","Dutch","","Rembrandt van Rijn","The Norton Simon Foundation"
"","","Saint Peter in Penitence,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.071.G","","","1645","plate: 5-5/16 x 4-5/8 in. (13.5 x 11.7 cm); sheet: 5-5/8 x 5 in. (14.3 x 12.7 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Saint Jerome Reading in an Italian Landscape,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.100.G","","","c. 1653","plate: 10-1/4 x 8-1/8 in. (26.0 x 20.6 cm); sheet: 10-5/8 x 8-1/4 in. (27.0 x 21.0 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Blindness of Tobit:  the Larger Plate,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.092.G","","","1651","plate: 6-3/8 x 5-1/8 in. (16.2 x 13.0 cm); sheet: 6-15/16 x 5-5/8 in. (17.6 x 14.3 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Beheading of St. John the Baptist,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.043.G","","","1640","plate: 5 x 4-1/8 in. (12.7 x 10.5 cm); sheet: 5-7/16 x 4-9/16 in. (13.8 x 11.6 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Baptism of the Eunuch,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.050.G","","","1641","plate: 7-1/4 x 8-5/16 in. (18.4 x 21.1 cm); sheet: 7-11/16 x 9 in. (19.5 x 22.9 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","The Artist's Mother, Head and Bust: Three-Quarters Right,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.001.G","","","1628","2-11/16 x 2-9/16 in. (6.8 x 6.5 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Sheet of Studies:  Head of the Artist, a Beggar Couple, Heads of an Old Man and Old Woman, Etc.,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.017.G","","","c.1632","plate: 3-15/16 x 4-1/8 in. (10.0 x 10.5 cm); sheet: 3-15/16 x 4-1/8 in. (10.0 x 10.5 cm)","","Dutch","","Rembrandt van Rijn","Norton Simon Art Foundation"
"","","Untitled,","","","","1962","66 x 77 in. (167.6 x 195.6 cm)","","American","","Raymond Parker","Norton Simon Museum, Gift of Mr. & Mrs. Samuel Kootz"
"","","#7 From ""Nature Studies"",","","","","1955","23-1/2 x 18-1/2 in. (59.7 x 47.0 cm)","","American","","Raymond Parker","Norton Simon Museum, Gift of Mr. and Mrs. Paul Kantor"
"","","Temporal,","http://images.nortonsimon.org/viewer/index.php?id=PH.2004.1.03","","","1984","Image: 16 x 20 in. (40.6 x 50.8 cm)","","American","","Fred R. Parker","Norton Simon Museum, Gift of the Artist"
"","","Newport, R.I.,","http://images.nortonsimon.org/viewer/index.php?id=PH.1969.67","","","1968","Image: 8-1/2 x 13-1/2 in. (21.6 x 34.3 cm); Paper: 11 x 14 in. (28 x 35.6 cm)","","American","","Bart Parker","Norton Simon Museum, Gift of the Artist"
