" name"," foot"," position"," height"
" Andy Griffin"," Right"," D"," 173"
" Matthew Taylor"," Right"," A"," 180"
" Kim Eun Jung"," Right"," A"," 185"
" Kim Chul Ho"," Right"," M"," 177"
" Shim Young Sung"," Right"," A"," 178"
" Kim Tae Su"," Right"," M"," 180"
" Kang Min Soo"," Right"," D"," 184"
" Hwang Jae Won"," Right"," D"," 186"
" Shin Hwa Yong"," Right"," GK"," 183"
" Han Tae You"," Right"," M"," 186"
" Lee Jung Yul"," Right"," D"," 183"
" Choi Jae Soo"," Left"," M"," 174"
" Lee Chung-Yong"," Right"," M"," 178"
" Hwang Sun Pil"," Left"," D"," 181"
" Bae Hyo Sung"," Right"," D"," 183"
" Lim You Hwan"," Right"," D"," 185"
" Lance Davids"," Right"," D"," 174"
" Marcel Schäfer"," Left"," D"," 184"
" Emil Jula"," Left"," A"," 192"
" Răzvan Cociş"," Right"," M"," 181"
" Dawid Plizga"," Right"," M"," 174"
" Danny Olsen"," Right"," M"," 186"
" Richard Stearman"," Right"," D"," 191"
" Sammy Clingan"," Right"," M"," 180"
" Carl Ikeme"," Right"," GK"," 188"
" Leon Clarke"," Right"," A"," 188"
" Keith Lowe"," Right"," D"," 188"
" Leon Jessen"," Left"," D"," 182"
" Gunnar Nielsen"," Right"," GK"," 193"
" Jonas Borring"," Left"," M"," 193"
" Peter Nymann"," Right"," M"," 179"
" William"," Right"," A"," 183"
" Kim Jin Ryong"," Left"," A"," 182"
" Lee Ho"," Right"," M"," 182"
" Song Han Bok"," Right"," M"," 183"
" Lee Jin Ho"," Right"," A"," 184"
" Lee Yo Han"," Right"," D"," 184"
" Bang Seung Hwan"," Right"," A"," 185"
" Jeon Jae Ho"," Left"," D"," 168"
" Kim Chi Woo"," Left"," M"," 175"
" Kim Dae Hwan"," Right"," GK"," 185"
" Paweł Nowak"," Left"," M"," 173"
" Piotr Celeban"," Right"," D"," 181"
" Michał Łabędzki"," Left"," D"," 184"
" Łukasz Trałka"," Right"," M"," 186"
" Przemysław Kaźmierczak"," Left"," M"," 191"
" Aloys Bertrand Nong"," Right"," A"," 179"
" Steven De Petter"," Left"," M"," 181"
" Darren Ambrose"," Right"," M"," 183"
" Tony Caig"," Right"," GK"," 181"
" Henrik Toft"," Right"," A"," 196"
" Llorente"," Right"," A"," 184"
" Christian Gratzei"," Right"," GK"," 186"
" Mitja Mörec"," Right"," D"," 184"
" Ronald Gercaliu"," Left"," D"," 181"
" Johannes Ertl"," Right"," M"," 188"
" Luis Amaranto Perea"," Right"," D"," 180"
" Leonardo González"," Left"," D"," 186"
" Michael Umaña"," Right"," D"," 180"
" Álvaro Saborío"," Right"," A"," 183"
" Kenny Van Hoevelen"," Right"," D"," 184"
" Mark Volders"," Left"," GK"," 189"
" Lolo"," Right"," M"," 182"
" Kepa"," Right"," A"," 185"
" Sergio Ramos"," Right"," D"," 183"
" Pablo Ruiz"," Right"," D"," 186"
" Bartosz Białkowski"," Right"," GK"," 193"
" Craig Samson"," Right"," GK"," 188"
" Chris Smith"," Left"," GK"," 188"
" Stephen McManus"," Left"," D"," 188"
" Aiden McGeady"," Right"," M"," 180"
" Stephen Henderson"," Right"," GK"," 193"
" Michael Bradley"," Right"," M"," 186"
" Jeff Parke"," Right"," D"," 185"
" Clint Dempsey"," Right"," M"," 185"
" Andy Dorman"," Right"," M"," 183"
" John O'Flynn"," Right"," A"," 180"
" Márton Fülöp"," Right"," GK"," 198"
" Anthony Pulis"," Left"," M"," 178"
" Shaun Cooper"," Right"," D"," 178"
" Lewis Buxton"," Right"," D"," 185"
" Orlandi"," Left"," M"," 180"
" Casto"," Right"," GK"," 182"
" Robert Snodgrass"," Left"," A"," 182"
" Zubikarai"," Right"," GK"," 185"
" Scott McDonald"," Right"," A"," 173"
" Darryl Duffy"," Right"," A"," 180"
" Charlie Adam"," Left"," M"," 185"
" Gary MacKenzie"," Right"," D"," 191"
" Ross McCormack"," Right"," A"," 175"
" Markel Bergara"," Right"," M"," 180"
" Juan Dominguez"," Right"," A"," 174"
" Claude Gnakpa"," Right"," M"," 183"
" Ville Jalasto"," Right"," D"," 183"
" Federico Vilar"," Right"," GK"," 181"
" Horacio Cervantes"," Right"," D"," 190"
" Fernando Arce"," Right"," M"," 169"
" Aarón Padilla"," Right"," A"," 170"
" Luis Gabriel Rey"," Left"," A"," 182"
" Márcio Araújo"," Right"," M"," 172"
" Roman Eremenko"," Right"," M"," 180"
" Rodrigo"," Right"," D"," 182"
" Michael Poke"," Right"," GK"," 186"
" Martin Cranie"," Right"," D"," 183"
" Matthew Mills"," Right"," D"," 191"
" Dexter Blackstock"," Left"," A"," 185"
" Leon Best"," Right"," A"," 185"
" Jerome Thomas"," Right"," A"," 178"
" Rob Burch"," Right"," GK"," 188"
" Cristian Săpunaru"," Right"," D"," 187"
" Carlitos"," Right"," M"," 175"
" Kasper Bøgelund"," Right"," D"," 180"
" Joe Lewis"," Right"," GK"," 198"
" Karim Haggui"," Right"," D"," 190"
" Seyi Olajengbesi"," Right"," D"," 192"
" Jakub Rzeźniczak"," Right"," D"," 183"
" Marcelo"," Right"," GK"," 190"
" Ederson"," Right"," M"," 181"
" Rachid Bouaouzan"," Right"," M"," 170"
" Radhi Jaidi"," Right"," D"," 189"
" Karim Saïdi"," Right"," D"," 186"
" Shaun Barker"," Right"," D"," 188"
" Will Hoskins"," Right"," A"," 178"
" Daniel McBreen"," Left"," A"," 186"
" Adam El-Abd"," Right"," D"," 180"
" Jake Robinson"," Right"," A"," 175"
" Adebayo Akinfenwa"," Right"," A"," 180"
" Danny Jackman"," Left"," D"," 163"
" Adrián García Arias"," Left"," D"," 182"
" Felipe Ayala"," Right"," M"," 177"
" Moisés Muñoz"," Right"," GK"," 183"
" Mauricio Molina"," Left"," M"," 177"
" Mariano Trujillo"," Right"," M"," 172"
" Carlos Adrián Morales"," Left"," D"," 173"
" Damián Álvarez"," Right"," M"," 165"
" Rafael Márquez Lugo"," Right"," A"," 172"
" Ricardo Cabanas"," Right"," M"," 173"
" Brett Ormerod"," Right"," A"," 177"
" José de Jesús Corona"," Right"," GK"," 184"
" Omar Flores"," Right"," D"," 183"
" Juan Carlos Valenzuela"," Right"," D"," 179"
" Manuel Pérez"," Right"," M"," 174"
" Juan Carlos Medina"," Right"," M"," 170"
" Guillaume Hoarau"," Right"," A"," 192"
" Alfredo Talavera"," Right"," GK"," 188"
" Francisco Rodríguez"," Right"," D"," 191"
" Thomas Gebauer"," Right"," GK"," 191"
" Christoph Janker"," Right"," D"," 185"
" Richard Wood"," Left"," D"," 191"
" Chris Birchall"," Right"," M"," 175"
" Scott Vernon"," Right"," A"," 185"
" Anthony Vanden Borre"," Right"," M"," 185"
" Yuki Abe"," Right"," M"," 178"
" Elgabry Rangel"," Right"," M"," 165"
" Rodrigo Ruíz"," Left"," A"," 163"
" Vicente Matías Vuoso"," Right"," A"," 180"
" Mario Pérez"," Left"," D"," 178"
" Daniel Hernández"," Left"," M"," 180"
" Thomas Buffel"," Right"," M"," 175"
" Jonathan Legear"," Right"," M"," 179"
" Maarten Martens"," Left"," M"," 176"
" Oleg Iachtchouk"," Right"," A"," 183"
" Grégory Lorenzi"," Left"," D"," 186"
" Alexandre Barbier"," Right"," D"," 180"
" Romaric"," Left"," M"," 187"
" Piotr Ćwielong"," Right"," M"," 171"
" Franck Ribéry"," Right"," M"," 170"
" Barel Mouko"," Right"," GK"," 177"
" Charles Diers"," Right"," M"," 185"
" Franck Dja Djédjé"," Right"," A"," 176"
" Yohan Eudeline"," Right"," M"," 182"
" Yoan Gouffran"," Right"," A"," 176"
" Edson Braafheid"," Left"," D"," 180"
" David Norris"," Right"," M"," 170"
" Andrew Considine"," Left"," D"," 183"
" Ryan O'Leary"," Right"," D"," 183"
" Lasse Nilsson"," Right"," A"," 180"
" Andreas Granqvist"," Right"," D"," 192"
" Rudi Skacel"," Left"," M"," 178"
" Mathieu Flamini"," Right"," M"," 178"
" Julien Faubert"," Right"," D"," 180"
" Juan Arango"," Left"," M"," 180"
" Guillermo Rojas"," Left"," A"," 165"
" Daniel Alcántar"," Right"," D"," 168"
" Lukas Sinkiewicz"," Right"," M"," 192"
" Kang Yong"," Right"," D"," 178"
" Darren Pratley"," Right"," M"," 185"
" Stephen Rice"," Right"," M"," 179"
" Cícero"," Left"," M"," 181"
" Olivier Werner"," Right"," GK"," 193"
" Chuva"," Right"," A"," 186"
" Ceará"," Right"," D"," 175"
" Róbson"," Right"," M"," 175"
" Christophe Berra"," Left"," D"," 191"
" Gennaro Sardo"," Right"," D"," 190"
" Antonio Nocerino"," Right"," M"," 175"
" Dennis Cagara"," Left"," D"," 172"
" Del Pino"," Right"," A"," 176"
" Miguel Calero"," Left"," GK"," 189"
" Joel Huiqui"," Right"," D"," 184"
" Fausto Pinto"," Left"," D"," 166"
" Sergio Santana"," Right"," A"," 180"
" Pascal Bosschaart"," Left"," D"," 183"
" Alje Schut"," Left"," D"," 193"
" Rob van Dijk"," Right"," GK"," 187"
" Lucas Ayala"," Right"," M"," 175"
" Patrick Zwaanswijk"," Left"," D"," 190"
" Richy"," Left"," D"," 184"
" Maicon"," Right"," M"," 184"
" Rodrigo Tiuí"," Left"," M"," 177"
" Paul Crowley"," Right"," M"," 178"
" John Russell"," Right"," M"," 176"
" Neri Cardozo"," Right"," M"," 171"
" Sean Dillon"," Right"," D"," 183"
" Dirk Kuyt"," Right"," A"," 184"
" Stephen Elliott"," Right"," A"," 176"
" Arizmendi"," Right"," A"," 189"
" Toché"," Right"," A"," 180"
" Fabiano"," Right"," M"," 181"
" Christian Valdez"," Right"," M"," 170"
" Jérémy Blayac"," Right"," A"," 187"
" Ryan Babel"," Right"," A"," 185"
" Tom De Mul"," Right"," A"," 173"
" Thomas Vermaelen"," Left"," D"," 183"
" Rasmus Lindgren"," Right"," M"," 180"
" Sylvain Marveaux"," Left"," M"," 172"
" Junior Agogo"," Right"," A"," 178"
" Ashley Vincent"," Right"," A"," 183"
" Rutger Worm"," Right"," A"," 180"
" Benoit Assou-Ekotto"," Left"," D"," 180"
" Mohamed Sissoko"," Right"," M"," 187"
" Anthony Murphy"," Right"," M"," 178"
" Joseph Ndo"," Right"," M"," 179"
" Brendan Clarke"," Right"," GK"," 187"
" Christian Giménez"," Right"," M"," 179"
" Ashkan Dejagah"," Left"," M"," 181"
" Sejad Salihović"," Left"," M"," 182"
" Christian Müller"," Right"," M"," 182"
" Andrija Delibašić"," Right"," A"," 187"
" Daniel de Ridder"," Right"," M"," 180"
" Amaya"," Left"," D"," 190"
" Adam Barrett"," Left"," D"," 178"
" Pedro López"," Right"," D"," 174"
" Raúl Albiol"," Right"," D"," 190"
" Jamie Mackie"," Right"," A"," 173"
" Josh Low"," Right"," M"," 185"
" Jorge Valdivia"," Right"," M"," 173"
" Kamil Kosowski"," Left"," M"," 189"
" Giuseppe Rossini"," Right"," A"," 193"
" Alexandre Song"," Right"," M"," 184"
" Shelton Martis"," Right"," D"," 185"
" Efraín Velarde"," Left"," M"," 171"
" Marco Antonio Palacios"," Right"," D"," 192"
" Gonzalo Pineda"," Left"," M"," 177"
" Moritz Stoppelkamp"," Right"," M"," 180"
" Thomas Prager"," Right"," M"," 174"
" Andrea De Falco"," Right"," M"," 179"
" Djamel Mesbah"," Left"," M"," 180"
" Julien Ielsch"," Left"," D"," 172"
" Enoch Showunmi"," Left"," A"," 196"
" Christoph Saurer"," Right"," M"," 175"
" Niko Kranjčar"," Right"," M"," 185"
" Paul Thomik"," Right"," M"," 178"
" Markus Steinhöfer"," Right"," D"," 175"
" Andreas Ottl"," Right"," M"," 186"
" Matt Fryatt"," Right"," A"," 178"
" Julian Bennett"," Left"," D"," 185"
" Scott Dann"," Right"," D"," 188"
" Laurent Ciman"," Right"," D"," 182"
" Ballesteros"," Right"," D"," 188"
" José Mari"," Right"," A"," 183"
" Uwe Hünemeier"," Right"," D"," 189"
" Besart Berisha"," Right"," A"," 185"
" Mustafa Kucukovic"," Right"," A"," 193"
" Marco Russ"," Right"," D"," 190"
" Mohammed Tchité"," Right"," A"," 177"
" Anssi Jaakkola"," Right"," GK"," 193"
" Simone Bentivoglio"," Right"," M"," 184"
" Gaetano Caridi"," Right"," M"," 176"
" Elvis Abbruscato"," Left"," A"," 181"
" Maurizio Peccarisi"," Right"," D"," 192"
" Angelo Rea"," Right"," D"," 185"
" Giuseppe De Feudis"," Left"," M"," 174"
" Marco Bernacci"," Right"," A"," 193"
" Nico Pulzetti"," Right"," M"," 176"
" Edmond Kapllani"," Right"," A"," 185"
" Klemen Lavrič"," Right"," A"," 188"
" Naby-Moussa Yattara"," Right"," GK"," 179"
" David Mooney"," Right"," A"," 187"
" Alex Silva"," Right"," D"," 192"
" Zé Castro"," Right"," D"," 183"
" Kalifa Cissé"," Right"," M"," 188"
" Tommy Smith"," Right"," A"," 178"
" Wim Mennes"," Right"," M"," 185"
" Michael Ball"," Left"," D"," 178"
" Lionel Messi"," Left"," A"," 169"
" Michaël Cordier"," Right"," GK"," 184"
" Tulio de Melo"," Right"," A"," 193"
" Cleveland Taylor"," Right"," A"," 173"
" Alan Tate"," Right"," D"," 185"
" Pablo Álvarez"," Right"," D"," 177"
" Pablo Ledesma"," Right"," M"," 178"
" Yohann Rivière"," Left"," A"," 185"
" Benoît Costil"," Right"," GK"," 186"
" Daniele Mannini"," Right"," A"," 183"
" Florian Mohr"," Right"," D"," 182"
" Daniel Brückner"," Left"," M"," 183"
" Jefferson Farfán"," Right"," M"," 178"
" Aaron Hunt"," Left"," M"," 183"
" Zola Matumona"," Left"," M"," 165"
" Salva Sevilla"," Right"," M"," 178"
" Landry Mulemo"," Left"," D"," 177"
" Mario Sonnleitner"," Right"," D"," 182"
" Michael Parensen"," Left"," M"," 180"
" Manfred Razenböck"," Right"," GK"," 190"
" Andreas Rauscher"," Right"," D"," 179"
" Ricardo Villar"," Right"," M"," 177"
" Patrick Wolf"," Right"," M"," 184"
" Marc-Antoine Fortuné"," Right"," A"," 183"
" Juanra"," Right"," D"," 183"
" Mariano Bogliacino"," Left"," M"," 177"
" Elsad Zverotic"," Right"," D"," 179"
" Alan Julian"," Right"," GK"," 188"
" Salomon Kalou"," Right"," A"," 186"
" Gibril Sankoh"," Right"," D"," 187"
" Xavier Chen"," Right"," D"," 175"
" Richard Socrier"," Right"," A"," 186"
" Julien Gorius"," Right"," M"," 182"
" Claudio Lustenberger"," Left"," D"," 182"
" Steve Gohouri"," Left"," D"," 189"
" Damir Vrancic"," Right"," M"," 184"
" Mark González"," Left"," M"," 176"
" Ibrahim Afellay"," Right"," A"," 180"
" Nana Akwasi Asare"," Left"," M"," 172"
" Jan Wuytens"," Left"," D"," 189"
" Marcin Smoliński"," Left"," M"," 174"
" Ken Reichel"," Left"," D"," 185"
" André-Joël Sami"," Right"," D"," 190"
" Sébastien Meoli"," Left"," D"," 186"
" Nicolas Marazzi"," Right"," M"," 177"
" Gelson Fernandes"," Right"," M"," 183"
" Didier Crettenand"," Right"," M"," 180"
" Mišo Brečko"," Right"," D"," 178"
" Lorenzo Squizzi"," Right"," GK"," 191"
" Antonio Giosa"," Left"," D"," 185"
" Scott Barron"," Left"," D"," 178"
" Johnny Leoni"," Right"," GK"," 189"
" João Carlos"," Right"," D"," 189"
" Adaílton"," Right"," D"," 190"
" Rowan Vine"," Right"," A"," 185"
" Kenwyne Jones"," Right"," A"," 187"
" Ibrahim Sekagya"," Right"," D"," 185"
" Oribe Peralta"," Right"," A"," 178"
" Ezequiel Miralles"," Right"," A"," 176"
" Alejandro Castro"," Right"," D"," 176"
" Andy Williams"," Right"," M"," 173"
" Matthieu Chalmé"," Right"," D"," 176"
" Dante"," Left"," D"," 188"
" Mathieu Debuchy"," Right"," D"," 178"
" Nicolas Fauvergue"," Right"," A"," 193"
" Nicolas Raynier"," Right"," A"," 181"
" Thomas Kessler"," Right"," GK"," 197"
" Enis Alushi"," Right"," M"," 180"
" Thomas Bröker"," Right"," A"," 186"
" Knut Olav Rindarøy"," Left"," D"," 178"
" William Kvist"," Right"," M"," 184"
" Morten Bertolt"," Right"," M"," 187"
" Paul Obiefule"," Right"," M"," 184"
" Rodrigo Defendi"," Left"," D"," 190"
" David Edwards"," Right"," M"," 185"
" Roberto Colombo"," Right"," GK"," 190"
" Rey Volpato"," Left"," A"," 187"
" Florent Perraud"," Right"," GK"," 180"
" Manuel Weber"," Right"," M"," 184"
" David González"," Right"," M"," 171"
" Philipp Tschauner"," Right"," GK"," 196"
" Florian Stahel"," Right"," D"," 185"
" Niels Fleuren"," Left"," D"," 176"
" Willem Janssen"," Left"," M"," 186"
" Iain Turner"," Right"," GK"," 193"
" Leon Osman"," Right"," M"," 173"
" Juanlu Hens"," Right"," M"," 178"
" Gökhan Inler"," Right"," M"," 183"
" Fernando Espinosa"," Right"," M"," 168"
" Cirilo Saucedo"," Right"," GK"," 186"
" Juan Carlos Leaño"," Right"," D"," 184"
" Guadalupe Martínez"," Right"," GK"," 189"
" Jean Beausejour"," Left"," M"," 177"
" Tobias Weis"," Right"," M"," 170"
" Christian Gentner"," Left"," M"," 189"
" Anthony Gerrard"," Right"," D"," 188"
" Thomas Reinmann"," Right"," D"," 176"
" Daniel Fox"," Left"," D"," 183"
" Pirmin Schwegler"," Right"," M"," 178"
" Marco Schneuwly"," Left"," A"," 183"
" Stefano Botta"," Left"," M"," 173"
" Petter Andersson"," Right"," M"," 180"
" René Gartler"," Right"," A"," 181"
" Lucas Biglia"," Right"," M"," 178"
" Hugo Colace"," Left"," M"," 179"
" Federico Nieto"," Right"," A"," 190"
" Marco Padalino"," Right"," M"," 177"
" Peter Larsson"," Right"," D"," 187"
" César Santin"," Right"," A"," 174"
" Matías Silvestre"," Right"," D"," 184"
" Mikael Yourassowsky"," Left"," A"," 179"
" Steven Taylor"," Right"," D"," 188"
" Davide Zoboli"," Right"," D"," 190"
" Gianni Munari"," Right"," M"," 190"
" Jonathan Pitroipa"," Right"," A"," 176"
" Romuald Peiser"," Right"," GK"," 187"
" Ezequiel Lavezzi"," Right"," A"," 173"
" Dean Shiels"," Right"," M"," 180"
" Bob Harris"," Left"," D"," 168"
" Craig Bryson"," Right"," M"," 170"
" Sölvi Ottesen"," Right"," D"," 188"
" Bafétimbi Gomis"," Right"," A"," 184"
" Loïc Perrin"," Right"," M"," 180"
" Rafael Marques"," Left"," D"," 185"
" Jurado"," Right"," M"," 176"
" Trashorras"," Right"," M"," 179"
" Alaixys Romao"," Right"," M"," 180"
" Gerardo Rodríguez"," Left"," M"," 176"
" Enrico Guarna"," Right"," GK"," 185"
" Jason Čulina"," Right"," M"," 175"
" Michael Krohn-Dehli"," Right"," M"," 170"
" Marco Cellini"," Right"," A"," 170"
" Fabio Quagliarella"," Right"," A"," 180"
" Christian Puggioni"," Right"," GK"," 187"
" Manuel Coppola"," Right"," M"," 172"
" Agostino Garofalo"," Left"," D"," 178"
" Leandro Guerreiro"," Right"," M"," 182"
" Raffaele Palladino"," Right"," A"," 180"
" Riccardo Montolivo"," Right"," M"," 181"
" Brian Nielsen"," Left"," M"," 180"
" Andy Wilkinson"," Right"," D"," 180"
" Alexander Pöllhuber"," Right"," D"," 200"
" Mario Reiter"," Right"," M"," 186"
" Armando Navarrete"," Left"," GK"," 178"
" Adnan Custović"," Right"," A"," 186"
" Garry Richards"," Right"," D"," 191"
" Erwin Hoffer"," Right"," A"," 176"
" Bernhard Schachner"," Right"," M"," 178"
" Patrick Amoah"," Right"," A"," 183"
" Loukas Vyntra"," Right"," D"," 184"
" Andrea Giallombardo"," Left"," D"," 175"
" Yohan Démont"," Right"," M"," 181"
" Paulo Sérgio"," Right"," A"," 165"
" Ian Black"," Right"," M"," 173"
" Arouca"," Right"," M"," 171"
" Pedro Silva"," Right"," D"," 180"
" Pablo Mastroeni"," Right"," M"," 178"
" Paul Robinson"," Left"," D"," 175"
" Ian Goodison"," Right"," D"," 185"
" Marco Zambelli"," Right"," D"," 180"
" Diego Pérez"," Right"," M"," 177"
" Roberto"," Left"," A"," 190"
" Abraham"," Right"," M"," 178"
" Damien Delaney"," Left"," D"," 191"
" Clayton Donaldson"," Right"," A"," 185"
" Damià"," Right"," D"," 188"
" Javito"," Right"," A"," 173"
" Scott Wiseman"," Right"," D"," 183"
" Sander Boschker"," Left"," GK"," 184"
" Simon Cziommer"," Right"," M"," 176"
" Luis García"," Right"," A"," 177"
" Peter Van der Heyden"," Left"," D"," 184"
" Ben Watson"," Right"," M"," 178"
" Tom Soares"," Right"," M"," 183"
" Sam Togwell"," Right"," M"," 180"
" Eugene Galeković"," Right"," GK"," 187"
" Jesús Gámez"," Right"," D"," 182"
" Stephen Hunt"," Left"," M"," 172"
" Alex Terra"," Right"," A"," 166"
" André Lima"," Right"," A"," 185"
" Sergey Kornilenko"," Left"," A"," 185"
" Igor Lolo"," Right"," D"," 180"
" Miodrag Džudović"," Right"," D"," 197"
" Seweryn Gancarczyk"," Left"," D"," 181"
" David Abraham"," Right"," D"," 188"
" Jérémy Ménez"," Right"," M"," 181"
" Laurence Wilson"," Left"," D"," 178"
" Ólafur Skúlason"," Left"," M"," 183"
" Borges"," Right"," A"," 176"
" Fred"," Right"," A"," 185"
" Nick Rimando"," Right"," GK"," 178"
" Martin Stranzl"," Right"," D"," 190"
" Bruno Silva"," Right"," D"," 178"
" Sergey Narubin"," Right"," GK"," 196"
" Tyrone Marshall"," Right"," D"," 188"
" Evgeniy Savin"," Right"," A"," 187"
" Chidi Odiah"," Right"," D"," 183"
" Pablo Guiñazú"," Left"," M"," 172"
" Tarmo Kink"," Left"," A"," 183"
" Alexandr Orekhov"," Right"," D"," 198"
" Shamil Asildarov"," Right"," A"," 186"
" Michael Symes"," Right"," A"," 191"
" Marvin Matip"," Right"," D"," 184"
" Joan Hartock"," Right"," GK"," 189"
" Hatem Ben Arfa"," Left"," A"," 178"
" Darren Barr"," Right"," D"," 182"
" Alfredo González Tahuilán"," Right"," D"," 182"
" Carlos Bueno"," Right"," A"," 178"
" Mauricio Romero"," Right"," A"," 180"
" Luis Enrique Robles"," Right"," M"," 169"
" Víctor Montaño"," Right"," A"," 177"
" Alejandro Vela"," Left"," M"," 172"
" Andrea Russotto"," Right"," A"," 175"
" Diego de la Torre"," Right"," M"," 178"
" François Clerc"," Right"," D"," 187"
" José Arturo Rivas"," Left"," D"," 187"
" Edgar Dueñas"," Right"," D"," 185"
" Javi García"," Right"," M"," 187"
